abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
RVN,Rovaniemi,Rovaniemi,Rovaniemi,POINT(25.7333 66.5),"POLYGON((24.73658 67.15194379683695\,24.90576 66.88115639698437\,24.918458699999995 66.88524729698173\,24.9135036 66.8686973969923\,24.9371719 66.8662030969939\,24.919274099999996 66.85981799699812\,24.9993193 66.72143089709432\,25.050417299999996 66.47586889729253\,24.8016494 66.33765169741768\,25.333367500000005 66.21052229754031\,25.7750767 66.21371319753717\,26.0870622 66.15551369759541\,26.0933634 66.17049369758027\,26.1303771 66.15952849759134\,26.368651899999996 66.22289829752813\,26.4413376 66.21587819753502\,26.469363799999996 66.187760597563\,26.6190658 66.21692029753397\,26.633882799999995 66.22488879752615\,26.571756999999998 66.24839839750302\,26.604981999999996 66.26288799748897\,26.5788413 66.26698429748498\,26.5796059 66.2850010974677\,26.727477300000004 66.29864839745457\,26.9004697 66.30189499745147\,26.9331087 66.26829979748373\,26.9351767 66.24411709750727\,27.0025575 66.24787669750359\,27.096926999999997 66.20147069754927\,27.260050199999995 66.19828509755249\,27.326643699999998 66.23747119751374\,27.261183499999998 66.2564910974952\,27.2720604 66.27693419747541\,27.233909399999998 66.31257249744135\,27.249870999999995 66.332002797423\,27.144303899999997 66.36159559739534\,26.697559499999997 66.57459239720893\,26.7140625 66.61684599717472\,26.6544975 66.82225499702302\,26.4666205 66.93489049695098\,26.517978 66.94293329694618\,26.372446499999995 66.95391249693961\,26.305854499999995 66.99208589691769\,25.904443299999997 67.11994399685159\,25.6709955 67.13352769684526\,25.661982200000004 67.10079829686077\,25.6148945 67.10496819685872\,25.611077200000004 67.13670039684384\,24.9226732 67.17386219682733\,24.9358418 67.17949909682486\,24.73658 67.15194379683695))"
SAH,Sanaa Int'l,أمانة العاصمة,Sanaa,POINT(44.2064 15.3483),"POLYGON((44.12061539999999 15.45939739996151\,44.126517899999996 15.435139099958654\,44.1632795 15.435851699958736\,44.16656249999999 15.4023827999548\,44.1419163 15.389607999953299\,44.150447799999995 15.352665999948943\,44.135770799999996 15.351879699948848\,44.1783321 15.324742199945648\,44.1440534 15.299046299942615\,44.2254263 15.275589799939846\,44.2702702 15.28300269994073\,44.2531872 15.299382599942655\,44.2628001 15.33058659994634\,44.2983549 15.35028529994866\,44.295138 15.361850399950027\,44.23996919999999 15.363735899950246\,44.2585301 15.421434699957045\,44.279754 15.420340199956913\,44.281650799999994 15.446627599960003\,44.2690426 15.447331699960088\,44.28287009999999 15.513040799967818\,44.3339063 15.520376699968676\,44.3552483 15.55702939997297\,44.36346089999999 15.53480659997037\,44.3996554 15.557868999973074\,44.3508825 15.599399099977942\,44.3060956 15.611667099979375\,44.2625261 15.571441199974666\,44.210854499999996 15.553522499972564\,44.20228589999999 15.500821999966375\,44.12061539999999 15.45939739996151))"
SAL,El Salvador Int'l,Municipio de Antiguo Cuscatlán,Santa Tecla,POINT(-89.2406 13.6731),"POLYGON((-89.27934159999998 13.702157599756166\,-89.2624956 13.678208699753466\,-89.2779483 13.662563499751698\,-89.24266839999999 13.635732899748684\,-89.2247403 13.662053499751645\,-89.2302215 13.683191499754024\,-89.2460258 13.681069099753786\,-89.2612181 13.709502399756998\,-89.27934159999998 13.702157599756166))"
SAN,San Diego Int'l,Municipio de Tijuana,Tijuana,POINT(-117.0333 32.525),"POLYGON((-117.1242467 32.53433959959321\,-117.09205360000001 32.40869189959597\,-117.0665878 32.41186359959589\,-117.06282259999999 32.42631859959554\,-117.0197996 32.41645339959579\,-116.94917660000002 32.36587019959704\,-116.949187 32.34331699959763\,-116.90791330000002 32.33429449959786\,-116.94919909999999 32.31715499959832\,-116.94920769999999 32.29835559959884\,-116.82245049999999 32.29824989959885\,-116.6759978 32.18521829960219\,-116.53408070000002 32.250230499600214\,-116.52465840000002 32.2820910995993\,-116.6025876 32.306825899598614\,-116.6149751 32.366412999597024\,-116.668683 32.41123259959591\,-116.7017648 32.51249889959364\,-116.69086840000001 32.57107239959249\,-117.1242467 32.53433959959321))"
SAP,Ramón Villeda Morales Int'l,San Pedro Sula,San Pedro Sula,POINT(-88.0333 15.5),"POLYGON((-88.4107325 15.547287299971833\,-88.24691489999998 15.501202299966423\,-88.2327826 15.418460399956695\,-88.15732209999999 15.371970499951217\,-88.1304841 15.387898699953094\,-88.1321578 15.404366099955032\,-87.9599431 15.430544399958118\,-87.9533723 15.467168199962423\,-87.9320275 15.441891899959451\,-87.90894259999999 15.454548399960936\,-87.90868369999998 15.483947799964392\,-87.8850194 15.513455299967857\,-87.8463834 15.534939799970383\,-87.9476531 15.544343499971486\,-87.9802525 15.56177289997353\,-87.99561349999999 15.609778199979159\,-88.05546309999998 15.616806099979982\,-88.0855878 15.605545999978663\,-88.1570023 15.616743199979972\,-88.4107325 15.547287299971833))"
SAT,San Antonio Int'l,New Braunfels,New Braunfels,POINT(-98.1148 29.6994),"POLYGON((-98.24817899999998 29.706794599766756\,-98.22901899999998 29.70726999976671\,-98.21507499999998 29.696322999767748\,-98.20013399999999 29.670005999770254\,-98.18994 29.66149699977106\,-98.171826 29.66855099977039\,-98.18524899999998 29.656940699771493\,-98.19915759999999 29.658664299771342\,-98.1958477 29.64835079977232\,-98.16870729999998 29.649975799772164\,-98.1700826 29.661440999771067\,-98.169256 29.657336999771463\,-98.1652889 29.655428799771645\,-98.1532532 29.6601961997712\,-98.13139559999999 29.64558529977258\,-98.13037429999999 29.657361599771455\,-98.106984 29.630524099774025\,-98.07162799999999 29.689085999768434\,-98.0390165 29.64766489977238\,-98.04884949999999 29.662604599770965\,-98.03163659999998 29.67332279976993\,-98.05537599999998 29.68008479976929\,-98.02765729999999 29.703876999767026\,-98.05923669999999 29.722540599765264\,-98.04802339999999 29.73719229976388\,-98.0617299 29.76264229976149\,-98.0994378 29.74680349976298\,-98.1038804 29.77698179976015\,-98.11640759999999 29.731401299764435\,-98.1561093 29.71814879976568\,-98.17436040000001 29.738645499763745\,-98.21496869999999 29.737607899763848\,-98.19521709999998 29.724950699765046\,-98.20813179999999 29.71387589976609\,-98.1713841 29.719020799765598\,-98.18189909999998 29.709923899766455\,-98.1585163 29.679675899769325\,-98.17320799999999 29.66906799977034\,-98.189069 29.663219999770895\,-98.19871499999999 29.670755999770183\,-98.21211599999998 29.695059999767878\,-98.226641 29.709696999766486\,-98.24817899999998 29.706794599766756)\,(-98.168357 29.658033999771394\,-98.1661854 29.663987899770824\,-98.1638989 29.659822099771223\,-98.168357 29.658033999771394)\,(-98.1599957 29.66149219977106\,-98.1597765 29.66835949977041\,-98.1562318 29.663004399770916\,-98.1599957 29.66149219977106)\,(-98.09210599999999 29.746723999762988\,-98.09236 29.74858099976282\,-98.09128799999999 29.747445999762917\,-98.09210599999999 29.746723999762988)\,(-98.07819029999999 29.700390399767354\,-98.07881439999998 29.703619499767054\,-98.07571249999998 29.70086319976732\,-98.07819029999999 29.700390399767354)\,(-98.07772999999999 29.74597999976306\,-98.078098 29.74818799976285\,-98.076636 29.746919999762962\,-98.07772999999999 29.74597999976306)\,(-98.06728439999999 29.708092299766633\,-98.07120129999998 29.71538949976594\,-98.06298319999999 29.7117148997663\,-98.06728439999999 29.708092299766633)\,(-98.07282799999999 29.697710999767622\,-98.05992939999999 29.70869329976658\,-98.05049199999999 29.70031499976737\,-98.057951 29.694026999767964\,-98.07282799999999 29.697710999767622)\,(-98.065106 29.730304899764533\,-98.06405880000001 29.739186199763694\,-98.0587159 29.734235999764163\,-98.065106 29.730304899764533)\,(-98.0545831 29.706238699766814\,-98.06027619999999 29.72031699976548\,-98.04895419999998 29.71104649976635\,-98.0545831 29.706238699766814))"
SAV,Savannah Int'l,Chatham County,Savannah,POINT(-81.1821 32.0286),"POLYGON((-81.391698 32.095885999605144\,-81.36802599999999 32.04852599960682\,-81.305436 32.00190799960853\,-81.308852 31.982329999609266\,-81.28833559999998 31.97751549960944\,-81.28871099999999 31.945466999610687\,-81.258031 31.926709999611436\,-81.262927 31.907474999612198\,-81.235253 31.91010199961209\,-81.236648 31.887324999613025\,-81.193817 31.921376999611645\,-81.22234499999999 31.890366999612898\,-81.173396 31.899750999612507\,-81.138533 31.85592099961432\,-81.181222 31.79561399961692\,-81.16072799999999 31.78501399961738\,-81.17332299999998 31.757225999618626\,-81.141701 31.711009999620742\,-81.051521 31.70519799962101\,-81.05662299999999 31.714874999620562\,-81.013812 31.728642999619932\,-80.97072599999998 31.798352999616796\,-80.92858900000002 31.816981999615987\,-80.855339 31.910808999612062\,-80.79627199999999 31.953458999610373\,-80.780693 32.01136999960817\,-80.751429 32.03346799960736\,-80.918003 32.0375789996072\,-81.00231799999999 32.100055999605\,-81.063299 32.0885819996054\,-81.117225 32.117603999604405\,-81.11223599999998 32.150803999603305\,-81.129756 32.16583899960281\,-81.111132 32.17270299960259\,-81.11403199999998 32.19570099960187\,-81.144763 32.22647399960093\,-81.195449 32.2375909996006\,-81.391698 32.095885999605144))"
SAW,Sabiha Gökçen Havaalani,Fatih,Istanbul,POINT(28.955 41.0136),"POLYGON((28.919881999999998 40.98897720039091\,28.978689400000004 41.00121210039229\,28.9871409 41.01633010039396\,28.941702699999997 41.03973060039657\,28.919881999999998 40.98897720039091))"
SBA,Santa Barbara Muni.,Goleta,Goleta,POINT(-119.8594 34.4361),"POLYGON((-119.921877 34.43586599961911\,-119.8848312 34.41376069961806\,-119.83710499999998 34.43824399961923\,-119.82188659999998 34.42343149961852\,-119.80505969999999 34.44186919961941\,-119.82051900000002 34.45876999962022\,-119.921877 34.43586599961911))"
SCL,Arturo Merino Benitez Int'l,Quilicura,Quilicura,POINT(-70.7333 -33.3667),"POLYGON((-70.8036344 -33.35035519958023\,-70.74995139999999 -33.39077269958658\,-70.7148896 -33.391525199586695\,-70.6942902 -33.38088259958502\,-70.70026029999998 -33.36619249958271\,-70.6799994 -33.3373313995782\,-70.70828059999998 -33.318111699575205\,-70.8036344 -33.35035519958023))"
SCU,Antonio Maceo,Ciudad de Santiago de Cuba,Santiago de Cuba,POINT(-75.8294 20.0217),"POLYGON((-75.8780913 20.041900000374287\,-75.8709879 19.992566200372067\,-75.8610141 20.015508600373106\,-75.8741342 20.027556100373648\,-75.8351651 20.026290700373597\,-75.8748093 19.985278400371733\,-75.8597052 19.985728300371758\,-75.86440979999999 19.965720500370832\,-75.7961327 20.01519820037309\,-75.77338110000001 20.00888690037281\,-75.76566699999998 19.979923100371487\,-75.7558823 20.01287120037299\,-75.7939645 20.01777740037321\,-75.787542 20.037496200374086\,-75.76242159999998 20.02372190037348\,-75.75643610000002 20.037892600374104\,-75.77232819999999 20.0489966003746\,-75.7553857 20.062304800375184\,-75.8025786 20.053213500374785\,-75.78873400000002 20.08172940037603\,-75.80961669999999 20.09155940037645\,-75.81923789999999 20.059953100375083\,-75.8780913 20.041900000374287))"
SDA,Baghdad Int'l,ناحية مرکز قضاء الکرخ,Baghdad,POINT(44.3661 33.3153),"POLYGON((44.3483661 33.33532859958836\,44.3646625 33.32109299958825\,44.3593141 33.28192519958798\,44.41485509999999 33.3000423995881\,44.372642299999995 33.35379079958851\,44.3483661 33.33532859958836))"
SDF,Louisville Int'l,Clark County,Jeffersonville,POINT(-85.7026 38.3376),"POLYGON((-85.994949 38.403030000039436\,-85.808197 38.40439200003964\,-85.76082999999998 38.35022700003184\,-85.796986 38.33288100002936\,-85.78294699999998 38.32083200002762\,-85.79230099999998 38.28745500002284\,-85.7421415 38.267351600019964\,-85.6553023 38.32393570002807\,-85.6067651 38.43868560004458\,-85.4980176 38.468730700048916\,-85.4727834 38.50521160005418\,-85.4195683 38.535027500058476\,-85.4157918 38.56389160006267\,-85.428366 38.586773200065984\,-85.4780866 38.58613830006588\,-85.496666 38.606736000068864\,-85.79393799999998 38.60464100006856\,-85.821162 38.56141800006232\,-85.866867 38.54702000006022\,-85.866524 38.518009000056026\,-85.884758 38.51855500005611\,-85.884888 38.503147000053886\,-85.993774 38.48868600005179\,-85.994949 38.403030000039436))"
SDJ,Sendai,青葉区,Sendai,POINT(140.8694 38.2682),"POLYGON((140.56320899999997 38.37720200003572\,140.59314600000002 38.34401100003095\,140.581208 38.321329000027696\,140.608039 38.31634500002698\,140.58517 38.297867000024326\,140.61279499999998 38.28702400002278\,140.663435 38.300678000024725\,140.728881 38.24393200001661\,140.879952 38.246726000017006\,140.897402 38.27033200002039\,140.88002099999997 38.30929900002597\,140.83190799999997 38.308371000025836\,140.828574 38.29637600002412\,140.71793 38.34059800003047\,140.73303799999996 38.35870300003307\,140.689148 38.37939600003604\,140.695859 38.42529300004265\,140.619651 38.454699000046894\,140.580365 38.43727600004437\,140.578216 38.392858000037975\,140.56320899999997 38.37720200003572))"
SDQ,De Las Américas Int'l,Santo Domingo Este,Santo Domingo Este,POINT(-69.8734 18.4855),"POLYGON((-69.8979393 18.514316100277888\,-69.87495459999998 18.502163500276914\,-69.8853747 18.463600600273782\,-69.70681669999999 18.454717700273054\,-69.7026103 18.486342200275633\,-69.722395 18.48436650027547\,-69.7264748 18.515546800277992\,-69.7524474 18.53042450027918\,-69.7381509 18.595472000284353\,-69.76738539999998 18.59582290028438\,-69.79249529999998 18.56509030028195\,-69.82082219999998 18.563550500281828\,-69.82405109999999 18.54499070028035\,-69.8979393 18.514316100277888))"
SEA,Tacoma Int'l,Seattle,Seattle,POINT(-122.3244 47.6211),"POLYGON((-122.45969599999998 47.67426900001406\,-122.44438899999997 47.55402300004148\,-122.457481 47.52226200004864\,-122.41684899999997 47.50562300005239\,-122.40729280000001 47.481002200057894\,-122.375652 47.49643400005444\,-122.37139999999998 47.517424000049736\,-122.327291 47.51393000005053\,-122.309677 47.522185000048665\,-122.31852799999999 47.53175800004651\,-122.27006900000002 47.509663000051496\,-122.27030400000001 47.49564800005463\,-122.224433 47.50942100005153\,-122.24933299999996 47.5318210000465\,-122.24134809999998 47.560875800039916\,-122.26816000000001 47.58952700003343\,-122.25573499999999 47.64712000002028\,-122.226235 47.666920000015736\,-122.269737 47.733760000000316\,-122.43200000000002 47.734124300000225\,-122.45969599999998 47.67426900001406))"
SFO,San Francisco Int'l,South San Francisco,South San Francisco,POINT(-122.4196 37.6538),"POLYGON((-122.47173500000001 37.6490252999333\,-122.443921 37.634491099931324\,-122.22054479999997 37.63546359993146\,-122.2501059 37.67142549993636\,-122.4533089 37.670794899936276\,-122.46383830000002 37.66106959993495\,-122.4503961 37.64851979993324\,-122.47173500000001 37.6490252999333))"
SGC,Surgut,городской округ Сургут,Surgut,POINT(73.4333 61.25),"POLYGON((73.218084 61.299424201729124\,73.2370623 61.300999101728955\,73.23518550000001 61.27924920173149\,73.2235395 61.27802280173165\,73.21927989999999 61.27639590173182\,73.2818148 61.27543480173194\,73.2713099 61.26396840173321\,73.2820409 61.261395801733464\,73.2326548 61.2526961017344\,73.3600475 61.22276740173736\,73.51750539999999 61.23820660173588\,73.6950359 61.22249700173738\,73.7093826 61.24510380173518\,73.68514899999998 61.26292070173332\,73.71117289999998 61.282621101731095\,73.7031404 61.294433201729724\,73.783826 61.35966640172127\,73.7498005 61.38087140171821\,73.7154386 61.3560046017218\,73.6401787 61.337544601724275\,73.5235858 61.33984720172401\,73.4802797 61.36204220172096\,73.3105249 61.35617180172177\,73.2276159 61.31888230172675\,73.218084 61.299424201729124))"
SGF,Springfield Reg.,Greene County,Republic,POINT(-93.4446 37.1452),"POLYGON((-93.6256286 37.28200559988431\,-93.60518579999999 37.28143429988422\,-93.60882589999999 37.09826999986066\,-93.0653432 37.08874769985947\,-93.0734847 37.41482929990178\,-93.62097079999998 37.42723579990343\,-93.6256286 37.28200559988431))"
SGN,Tan Son Nhat,Thành phố Hồ Chí Minh,Ho Chi Minh City,POINT(106.7019 10.7756),"POLYGON((106.3567007 10.991597099498021\,106.3731933 10.969622799496452\,106.4118982 10.97354199949673\,106.53322670000001 10.901299599491644\,106.50447739999998 10.788984099483958\,106.46356179999998 10.756504599481786\,106.4871569 10.729814899480017\,106.5302547 10.717279399479196\,106.5579277 10.64860299947474\,106.6053836 10.658695899475386\,106.63494069999999 10.625314699473256\,106.68539289999998 10.656569099475252\,106.7224484 10.645826899474562\,106.73279449999998 10.60996029947228\,106.7202879 10.596377599471422\,106.74571469999998 10.57626609947016\,106.7562254 10.460911799463107\,106.9933717 10.139945799445092\,107.0085458 10.456877099462867\,106.99654579999999 10.49108709946492\,107.02723139999999 10.538213799467798\,107.0112462 10.556835299468952\,107.02682879999999 10.588441199470921\,107.00828669999999 10.613007499472472\,106.98373280000001 10.579208199470344\,106.9112835 10.608157599472165\,106.88072279999999 10.64829949947472\,106.8262785 10.627833499473413\,106.75142200000002 10.707453699478553\,106.7686561 10.743142699480899\,106.81631719999999 10.779701499483334\,106.82482809999999 10.759580299481991\,106.8465768 10.775404399483048\,106.8738005 10.7687000994826\,106.8642654 10.788452099483923\,106.8815533 10.810658799485422\,106.84012649999998 10.898846099491472\,106.78772809999998 10.867211899489279\,106.7684504 10.894034899491139\,106.75174719999998 10.863458699489025\,106.71769999999998 10.896419999491302\,106.7236453 10.871782299489597\,106.7007142 10.86795779948933\,106.68489999999998 10.921239999493038\,106.6508 10.93311999949387\,106.6486 10.980039999497196\,106.62610219999999 10.980292999497214\,106.61959999999999 11.008919999499263\,106.5979 11.015979999499775\,106.60119999999999 11.043389999501759\,106.5348 11.057449999502783\,106.5238 11.073379999503947\,106.53379999999999 11.090549999505209\,106.51619999999998 11.100169999505919\,106.5267 11.121039999507467\,106.46385619999998 11.159818899510363\,106.42601159999998 11.09164999950529\,106.41289829999998 11.008900699499263\,106.3567007 10.991597099498021))"
SHA,Hongqiao,浦东新区,Shanghai,POINT(121.4667 31.1667),"POLYGON((121.45252279999998 31.1473142996516\,121.46701369999998 31.11213869965382\,121.48474139999999 31.12685929965289\,121.5558219 31.113522299653734\,121.56317099999998 31.095212299654897\,121.54602499999997 31.084699199655574\,121.55714250000001 31.086053299655493\,121.56675829999999 31.081984299655744\,121.5692913 31.083302799655666\,121.57181910000001 31.08242079965573\,121.54990669999997 31.073070699656334\,121.5421777 31.049597299657854\,121.55716649999998 31.045710399658113\,121.54910779999999 31.020748499659756\,121.570011 31.025038599659467\,121.56617139999999 31.000566999661096\,121.69529479999999 30.989593199661826\,121.77448729999999 30.932089699665717\,121.7635429 30.866101899670277\,121.77916829999997 30.727760499680212\,121.9179481 30.770099399677132\,122.07528690000001 30.844112799671823\,122.16969430000002 30.910390699667204\,122.2826287 31.082284999655734\,122.32834769999998 31.11765859965347\,122.08461409999998 31.232419399646368\,121.8645993 31.269580699644138\,121.75364170000002 31.307501399641904\,121.6985158 31.350091799639447\,121.55661989999999 31.416776299635703\,121.4992422 31.369183899638365\,121.55505089999997 31.332640699640447\,121.5643049 31.278979299643577\,121.53285939999999 31.25232349964516\,121.4902829 31.244107299645655\,121.5058331 31.21625919964735\,121.46181309999999 31.182806399649387\,121.45252279999998 31.1473142996516))"
SHE,Shenyang Taoxian Int'l,沈河区,Shenyang,POINT(123.4281 41.8025),"POLYGON((123.41744129999998 41.79001690046971\,123.43962329999998 41.74592000046601\,123.4970686 41.754177400466695\,123.57577970000001 41.80708870047112\,123.5731135 41.82790690047283\,123.56535240000001 41.84560760047428\,123.51997309999999 41.83016900047302\,123.50586610000002 41.818121900472036\,123.51226420000002 41.78978690046969\,123.48935800000001 41.775250300468485\,123.442587 41.80264810047076\,123.449865 41.82396030047252\,123.42313359999997 41.81513880047179\,123.41744129999998 41.79001690046971))"
SHJ,Sharjah Int'l,دبي,Dubai,POINT(55.2972 25.2631),"POLYGON((54.715398099999994 25.069338700252025\,54.8869526 24.91190440026542\,55.02428609999999 24.8676287002691\,55.2023766 24.659063900285904\,55.33463259999999 24.623066100288717\,55.52325549999999 24.650525600286578\,55.5958427 24.711976200281725\,55.7371052 24.7572612002781\,55.6617166 24.988754900258947\,55.6293319 25.210132300239668\,55.38635089999999 25.30261160023135\,55.3637609 25.29796100023177\,55.3547818 25.327595800229084\,55.3322042 25.328283000229014\,55.0979187 25.525067600210754\,54.94757719999999 25.351786500226865\,54.90442139999999 25.226069000238237\,54.8209774 25.181934000242165\,54.715398099999994 25.069338700252025))"
SHV,Shreveport Reg.,Shreveport,Shreveport,POINT(-93.7955 32.4653),"POLYGON((-93.70645699999999 32.35025449959744\,-93.68503599999998 32.35615649959729\,-93.713758 32.36941549959695\,-93.70926 32.39227949959638\,-93.72519699999998 32.39465849959631\,-93.718708 32.395968499596286\,-93.69918799999999 32.388947499596455\,-93.707234 32.40088349959616\,-93.69166 32.39828249959623\,-93.691035 32.405519499596046\,-93.698708 32.40878049959597\,-93.683728 32.41445349959583\,-93.69452599999998 32.42385249959562\,-93.68003199999998 32.43356949959537\,-93.70368599999999 32.445654499595115\,-93.705312 32.47403149959446\,-93.68263999999999 32.44883149959502\,-93.67993399999999 32.46290149959471\,-93.69744 32.493931499594034\,-93.74893699999998 32.52496849959339\,-93.727966 32.535757499593174\,-93.73132499999998 32.55173049959286\,-93.77224169999998 32.547228399592946\,-93.7758726 32.575727599592405\,-93.8052973 32.58986649959215\,-93.8115426 32.55821159959273\,-93.86104509999998 32.55265749959284\,-93.8184931 32.51779849959353\,-93.8591521 32.5143684995936\,-93.8483031 32.530725499593274\,-93.8675439 32.531636099593264\,-93.8641231 32.547523499592934\,-93.87391609999999 32.535746499593174\,-93.86499109999998 32.525825499593374\,-93.8771414 32.51823949959353\,-93.9144881 32.54062049959308\,-93.9469041 32.521704499593454\,-93.9208841 32.511337499593665\,-93.93164309999999 32.5001734995939\,-93.92683209999998 32.495613499594\,-93.89641310000002 32.512443499593644\,-93.8760161 32.49255949959406\,-93.8902771 32.47851749959437\,-93.8749071 32.479496499594354\,-93.8741555 32.450189399595\,-93.9084493 32.46347649959469\,-93.9136522 32.446747299595074\,-93.9397151 32.444190399595136\,-93.93400099999998 32.43268299959541\,-93.8744322 32.442095099595186\,-93.87683409999998 32.419915499595696\,-93.92478609999999 32.406386499596024\,-93.86674299999999 32.39486149959631\,-93.87459009999999 32.41870449959573\,-93.84469599999998 32.391932499596386\,-93.84892999999998 32.40937549959595\,-93.82891899999998 32.43047449959546\,-93.836589 32.37537649959679\,-93.730287 32.391295499596396\,-93.722666 32.37553649959679\,-93.71386499999998 32.366955499597005\,-93.73032699999999 32.36054749959717\,-93.71400100000001 32.34756649959751\,-93.738379 32.337510499597784\,-93.718129 32.33271949959791\,-93.71016899999998 32.34479749959758\,-93.71360799999998 32.3632944995971\,-93.70645699999999 32.35025449959744)\,(-93.89322209999999 32.393669499596335\,-93.8949151 32.39526649959629\,-93.89323009999998 32.39836749959622\,-93.89322209999999 32.393669499596335)\,(-93.87254199999998 32.49512299959401\,-93.87937 32.5051099995938\,-93.877126 32.50595799959378\,-93.87254199999998 32.49512299959401)\,(-93.86567199999999 32.47625199959442\,-93.84830300000002 32.480329999594325\,-93.839649 32.47336899959448\,-93.83991 32.471088999594535\,-93.86567199999999 32.47625199959442)\,(-93.857447 32.42786899959551\,-93.84898 32.442157999595175\,-93.840354 32.42761399959553\,-93.857447 32.42786899959551)\,(-93.841746 32.48830999959415\,-93.81656499999998 32.49459899959402\,-93.817086 32.478253999594365\,-93.83143899999999 32.47143999959452\,-93.841746 32.48830999959415)\,(-93.82276499999999 32.41272299959588\,-93.823673 32.4247529995956\,-93.81208599999998 32.41764499959575\,-93.82276499999999 32.41272299959588)\,(-93.82415399999998 32.402292999596135\,-93.822917 32.40498799959606\,-93.822841 32.402292999596135\,-93.82415399999998 32.402292999596135)\,(-93.82217599999998 32.40230899959613\,-93.821932 32.403743999596095\,-93.821924 32.40230399959613\,-93.82217599999998 32.40230899959613)\,(-93.82092799999998 32.40232299959613\,-93.81936500000002 32.40421299959608\,-93.819433 32.40233199959612\,-93.82092799999998 32.40232299959613)\,(-93.81103 32.41750599959576\,-93.81166799999998 32.420335999595686\,-93.811031 32.42033199959569\,-93.81103 32.41750599959576)\,(-93.806799 32.417422999595765\,-93.809389 32.420319999595684\,-93.806727 32.42030199959569\,-93.806799 32.417422999595765)\,(-93.79999299999999 32.496505999593985\,-93.80045899999999 32.50303899959384\,-93.798821 32.50099499959389\,-93.79999299999999 32.496505999593985)\,(-93.80592399999999 32.41741899959577\,-93.803245 32.420270999595694\,-93.80342599999999 32.41740799959577\,-93.80592399999999 32.41741899959577)\,(-93.769166 32.412272999595885\,-93.76874499999998 32.412981999595864\,-93.768711 32.41229799959588\,-93.769166 32.412272999595885)\,(-93.758637 32.40548499959605\,-93.7552338 32.4200963995957\,-93.74867199999998 32.40533299959605\,-93.758637 32.40548499959605)\,(-93.738449 32.40948899959595\,-93.723196 32.406421999596034\,-93.72553189999998 32.39475509959632\,-93.73473699999998 32.39963099959619\,-93.738449 32.40948899959595)\,(-93.72571999999998 32.38396749959657\,-93.725359 32.39464649959631\,-93.724111 32.38393149959658\,-93.72571999999998 32.38396749959657)\,(-93.725405 32.410150999595935\,-93.710667 32.409635999595956\,-93.70730099999999 32.401015999596154\,-93.71113699999998 32.40530599959605\,-93.725405 32.410150999595935)\,(-93.718425 32.35436099959733\,-93.720714 32.355971999597294\,-93.717166 32.354100999597335\,-93.718425 32.35436099959733)\,(-93.712037 32.48919299959413\,-93.71880699999998 32.49167599959408\,-93.714918 32.49381699959403\,-93.712037 32.48919299959413)\,(-93.713973 32.34253849959765\,-93.71729599999999 32.34440649959759\,-93.71396099999998 32.34550449959757\,-93.713973 32.34253849959765)\,(-93.71684499999999 32.35835849959723\,-93.71389899999998 32.36004949959719\,-93.71392199999998 32.358326499597226\,-93.71684499999999 32.35835849959723)\,(-93.71393299999998 32.3521254995974\,-93.716326 32.35310849959736\,-93.71393 32.353106499597374\,-93.71393299999998 32.3521254995974)\,(-93.71396899999999 32.3404004995977\,-93.71598799999998 32.34238849959765\,-93.713973 32.342383499597645\,-93.71396899999999 32.3404004995977)\,(-93.70529200000001 32.432799499595404\,-93.71123399999999 32.440726499595215\,-93.701676 32.43496949959535\,-93.70529200000001 32.432799499595404)\,(-93.70686899999998 32.358512999597224\,-93.704554 32.36166599959714\,-93.70496599999998 32.35872099959722\,-93.70686899999998 32.358512999597224)\,(-93.70509 32.358052999597234\,-93.70698900000001 32.355409999597306\,-93.70683899999999 32.357837999597244\,-93.70509 32.358052999597234)\,(-93.69440199999998 32.402834999596124\,-93.69541699999999 32.4035609995961\,-93.693081 32.4035479995961\,-93.69440199999998 32.402834999596124)\,(-93.692655 32.429194999595474\,-93.68531399999999 32.435985999595324\,-93.681969 32.43409099959538\,-93.692655 32.429194999595474)\,(-93.694855 32.40246499959613\,-93.693576 32.402157999596135\,-93.69357699999999 32.40104899959616\,-93.694855 32.40246499959613))"
SID,Amilcar Cabral Int'l,Sal,Espargos,POINT(-22.946 16.756),"POLYGON((-22.9943417 16.793981800113375\,-22.977864499999995 16.753170400108953\,-22.9874585 16.7315284001066\,-22.9761856 16.711949100104466\,-22.989850099999998 16.699747900103134\,-22.9393479 16.68800310010186\,-22.9489451 16.652961300098024\,-22.926056299999996 16.586022600090658\,-22.8869446 16.59167610009128\,-22.900379 16.63243050009577\,-22.8724103 16.66961930009985\,-22.8998689 16.733146100106783\,-22.8792394 16.771343300110928\,-22.902786399999997 16.805452300114617\,-22.8892456 16.83394150011769\,-22.9193543 16.855670200120024\,-22.9515846 16.844859000118863\,-22.9858693 16.82524740011675\,-22.9943417 16.793981800113375))"
